"Address","Content","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keyword 1","Meta Keywords 1 Length","H1-1","H1-1 length","H1-2","H1-2 length","H2-1","H2-1 length","H2-2","H2-2 length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","% of Total","Outlinks","Unique Outlinks","External Outlinks","Unique External Outlinks","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","GA Sessions","GA Bounce Rate","GA Page Views","GA Avg Time on Page","GA Transactions","Clicks","Impressions","CTR","Position","URL Encoded Address"
"https://www.crohnscolitisfoundation.org/get-involved/be-an-advocate","text/html; charset=UTF-8","200","OK","","","Be an Advocate | Crohn's & Colitis Foundation","45","409","We need your voice. Learn how you can get involved with our advocacy efforts to improve patient rights and access to care for people with Crohn’s disease and ulcerative colitis.","177","1117","","0","Be an Advocate","14","","0","Related Advocacy Resources","26","2020 Advocacy Roadmap...","24","","","","","","","","","","","","0","","","","","","","","","","0.238","Fri, 07 Feb 2020 00:31:32 GMT","","","699","24.03","2689","00:00:49","0","0","4511","0.0","40.15","https://www.crohnscolitisfoundation.org/get-involved/be-an-advocate"
"https://www.crohnscolitisfoundation.org/specific-carbohydrate-diet-cooking-group-seattle-wa","text/html; charset=UTF-8","200","OK","","","Specific Carbohydrate Diet Cooking Group: Seattle, WA | Crohn's & Colitis Foundation","84","763","4800 Sand Point Way Northeast
Seattle, Washington 98105

 

jasmine.rush@seattlechildrens.org
Meets: Varies



Check out these cooking videos!

 ","145","901","","0","Specific Carbohydrate Diet Cooking Group: Seattle, WA","53","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","9.399","Fri, 07 Feb 2020 00:31:24 GMT","","","9","66.67","34","00:01:16","0","0","51","0.0","58.53","https://www.crohnscolitisfoundation.org/specific-carbohydrate-diet-cooking-group-seattle-wa"
"https://www.crohnscolitisfoundation.org/support-group-grafton-wi","text/html; charset=UTF-8","200","OK","","","Support Group: Grafton, WI | Crohn's & Colitis Foundation","57","517","Please email ibdgroupgrafton@gmail.com prior to meeting for location.
Meets: Monthly, 6:00-7:30 p.m.

Inflammatory Bowel Disease (IBD) Support Group - Ozaukee County","165","1087","","0","Support Group: Grafton, WI","26","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.205","Fri, 07 Feb 2020 00:31:33 GMT","","","22","72.73","37","00:00:20","0","0","7","0.0","35.14","https://www.crohnscolitisfoundation.org/support-group-grafton-wi"
"https://www.crohnscolitisfoundation.org/ne-young-professionals-committee","text/html; charset=UTF-8","200","OK","","","NE Young Professionals' Committee | Crohn's & Colitis Foundation","64","590"," 

Overview

The Young Professionals’ (YP) Committee is a working committee of young professionals in their 20’s and 30’s who further the mission of the Crohn’s and Colitis Foundation.

The goal of the Young Professionals Committee is to increase awareness of Crohn’s disease and ulcerative colitis among young professionals and the IBD community overall, to raise funds to find a cure for these diseases, and to provide quality education and support services for patients.

 ","476","2981","","0","NE Young Professionals' Committee","33","","0","Breadcrumb","10","Overview","8","","","","","","","","","","","","0","","","","","","","","","","0.377","Fri, 07 Feb 2020 00:31:34 GMT","","","66","46.97","159","00:02:57","0","0","23","0.0","37.57","https://www.crohnscolitisfoundation.org/ne-young-professionals-committee"
"https://www.crohnscolitisfoundation.org/science-and-professionals/education-resources/online-cme-education-modules","text/html; charset=UTF-8","200","OK","","","Online CME Education Modules | Crohn's & Colitis Foundation","59","550","Virtual Preceptorship","21","132","","0","Online CME Education Modules","28","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.176","Fri, 07 Feb 2020 00:31:35 GMT","","","119","47.06","939","00:00:57","0","2","235","0.0085","57.35","https://www.crohnscolitisfoundation.org/science-and-professionals/education-resources/online-cme-education-modules"
"https://www.crohnscolitisfoundation.org/research/grants-fellowships/student-research-awards","text/html; charset=UTF-8","200","OK","","","Student Research Fellowship Awards | Crohn's & Colitis Foundation","65","598","The Crohn's & Colitis Foundation of America offers up to 16 Student Research Fellowship Awards annually for qualified candidates.","129","829","","0","Student Research Fellowship Awards","34","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","0.368","Fri, 07 Feb 2020 00:31:35 GMT","","","1057","52.22","2202","00:01:44","0","1","580","0.0017","10.76","https://www.crohnscolitisfoundation.org/research/grants-fellowships/student-research-awards"
"https://www.crohnscolitisfoundation.org/what-is-ulcerative-colitis/overview/descripcion-general-de-la-colitis-ulcerosa","text/html; charset=UTF-8","200","OK","","","Descripción general de la colitis ulcerosa | Crohn's & Colitis Foundation","73","628","Si bien recibir el diagnóstico de una enfermedad crónica puede ser abrumador, aprender todo lo posible sobre la colitis ulcerosa puede prepararlo para controlar los síntomas y vivir una vida plena. La colitis ulcerosa es una enfermedad inflamatoria crónica del intestino grueso, o colon, que afecta su recubrimiento y causa la formación de lesiones pequeñas o úlceras.","368","2328","","0","Descripción general de la colitis ulcerosa","42","","0","Breadcrumb","10","Causas de la colitis ulcerosa","29","","","","","","","","","","","","0","","","","","","","","","","0.23","Fri, 07 Feb 2020 00:31:35 GMT","","","309","20.06","427","00:04:08","0","1","175","0.0057","10.22","https://www.crohnscolitisfoundation.org/what-is-ulcerative-colitis/overview/descripcion-general-de-la-colitis-ulcerosa"
"https://www.crohnscolitisfoundation.org/december-2019-newsletter","text/html; charset=UTF-8","200","OK","","","December 2019 Newsletter | Crohn's & Colitis Foundation","55","510","","0","0","","0","December 2019 Newsletter","24","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","6.899","Fri, 07 Feb 2020 00:31:30 GMT","","","3","0.0","47","00:00:53","0","0","8","0.0","7.5","https://www.crohnscolitisfoundation.org/december-2019-newsletter"
"https://www.crohnscolitisfoundation.org/financial-insurance-information/insurance-copay-accumulator","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","7.551","Fri, 07 Feb 2020 00:31:31 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/financial-insurance-information/insurance-copay-accumulator"
"https://www.crohnscolitisfoundation.org/brians-story","text/html; charset=UTF-8","200","OK","","","Brian's Story | Crohn's & Colitis Foundation","44","381","At age 11 we are all supposed to be enjoying life. Every day should include going to school, hanging with friends, playing video games, etc. This was not the case for me. For me, age 11 included being diagnosed with a chronic illness that would impact my life in a variety of ways. My doctor told me I had Crohn’s disease. I knew something was wrong, but I had no idea exactly what it was. After my diagnosis, my parents sat down and tried to explain to me what was ahead, but the reality was that we had no clue about what the future was going to be like.","556","3507","","0","Brian's Story","13","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","9.471","Fri, 07 Feb 2020 00:31:30 GMT","","","","","16","00:02:37","","","","","","https://www.crohnscolitisfoundation.org/brians-story"
"https://www.crohnscolitisfoundation.org/spin4-crohns-colitis-cures","text/html; charset=UTF-8","200","OK","","","spin4 crohn's & colitis cures | Crohn's & Colitis Foundation","60","514","spin4 crohn’s & colitis cures is a party with a purpose!  Join your friends for a relay on a stationary bike and raise funds for the Crohn’s & Colitis Foundation.

Check out the studio by clicking HERE!

Event Schedule:

1:00pm: Check-in2:00pm: Cycling begins4:00pm: Reception
 

Registration & Fundraising Details:

Team Registration Fee - $40","344","2128","","0","spin4 crohn's & colitis cures","29","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","8.215","Fri, 07 Feb 2020 00:31:32 GMT","","","19","63.16","47","00:00:31","0","1","140","0.0071","6.23","https://www.crohnscolitisfoundation.org/spin4-crohns-colitis-cures"
"https://www.crohnscolitisfoundation.org/2019-arizona-diamondbacks-crohns-colitis-awareness-night-1","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","7.778","Fri, 07 Feb 2020 00:31:36 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/2019-arizona-diamondbacks-crohns-colitis-awareness-night-1"
"https://www.crohnscolitisfoundation.org/youth-parent-resources/teens","text/html; charset=UTF-8","200","OK","","","Navigating IBD as a Teen | Crohn's & Colitis Foundation","55","495","If your teen has just been diagnosed with Crohn’s disease or ulcerative colitis, you likely have a lot of questions.

Learning all you can about your inflammatory bowel disease is the first step toward helping your child living the life they want. We can help by answering some of the most common questions and concerns that teenagers have about living with IBD.","362","2263","","0","Navigating IBD as a Teen","24","IBD Nutrition Equation","22","Breadcrumb","10","What Do Teens Need to Know About IBD?","37","","","","","","","","","","","","0","","","","","","","","","","0.416","Fri, 07 Feb 2020 00:32:04 GMT","","","3453","63.13","5293","00:03:57","0","67","1630","0.0411","23.77","https://www.crohnscolitisfoundation.org/youth-parent-resources/teens"
"https://www.crohnscolitisfoundation.org/support-group-milwaukee-wi","text/html; charset=UTF-8","200","OK","","","Support Group: Milwaukee, WI | Crohn's & Colitis Foundation","59","542","The Crohn's & Colitis Foundation Support Group meets at the Froedtert Cancer Center, Conference Room L.

Click here for a map and directions to the Clinical Cancer Center building.","180","1158","","0","Support Group: Milwaukee, WI","28","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.756","Fri, 07 Feb 2020 00:32:04 GMT","","","19","0.0","37","00:01:48","0","","","","","https://www.crohnscolitisfoundation.org/support-group-milwaukee-wi"
"https://www.crohnscolitisfoundation.org/clinician-education-0","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.864","Fri, 07 Feb 2020 00:32:04 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/clinician-education-0"
"https://www.crohnscolitisfoundation.org/may-tennessee-news","text/html; charset=UTF-8","200","OK","","","May Tennessee News | Crohn's & Colitis Foundation","49","465","Ever wanted to own a pair of NFL cleats? Well now you can! Jordan Wilkins of the Indianapolis Colts has generously donated a pair of cleats and a helmet that he's autographed. Click here to bid on them today! ","209","1325","","0","May Tennessee News","18","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.913","Fri, 07 Feb 2020 00:32:05 GMT","","","22","86.36","50","00:00:09","0","0","2","0.0","61.5","https://www.crohnscolitisfoundation.org/may-tennessee-news"
"https://www.crohnscolitisfoundation.org/what-is-crohns-disease/questions-for-your-doctor","text/html; charset=UTF-8","200","OK","","","Questions to Ask Your Doctor | Crohn's & Colitis Foundation","59","533","The best way to prepare for your life with Crohn’s disease is to learn as much as you can about the disease. We can help you start a dialogue with your doctor so that you can work with your health care team to manage your condition.","232","1476","","0","Questions to Ask Your Doctor","28","","0","Breadcrumb","10","Related Resources","17","","","","","","","","","","","","0","","","","","","","","","","0.232","Fri, 07 Feb 2020 00:32:06 GMT","","","1304","61.5","5618","00:01:40","0","13","5310","0.0024","15.62","https://www.crohnscolitisfoundation.org/what-is-crohns-disease/questions-for-your-doctor"
"https://www.crohnscolitisfoundation.org/tarzana-ca","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.265","Fri, 07 Feb 2020 00:32:06 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/tarzana-ca"
"https://www.crohnscolitisfoundation.org/anands-story","text/html; charset=UTF-8","200","OK","","","Anand's Story | Crohn's & Colitis Foundation","44","392","“Love is that condition in which the happiness of another person is essential to your own.” – Robert A Heinlein
 
For anyone who has been in a loving relationship – romantic, familial, or other - I hope this quote resonates. Love truly is the condition in which another’s happiness is crucial to your own. In fact, that is the whole point of a loving relationship, is it not?  
 ","379","2265","","0","Anand's Story","13","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.622","Fri, 07 Feb 2020 00:32:07 GMT","","","50","56.0","84","00:01:51","0","0","6","0.0","26.5","https://www.crohnscolitisfoundation.org/anands-story"
"https://www.crohnscolitisfoundation.org/2019-arizona-diamondbacks-crohns-colitis-awareness-night-0","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","6.779","Fri, 07 Feb 2020 00:32:04 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/2019-arizona-diamondbacks-crohns-colitis-awareness-night-0"
"https://www.crohnscolitisfoundation.org/young-professionals-group-seattle-wa","text/html; charset=UTF-8","200","OK","","","Young Professionals Group: Seattle, WA | Crohn's & Colitis Foundation","69","630","Seattle, Washington

 

ypg.crohnscolitis@gmail.com
Meets: Varies

 

The Northwest Chapter Young Professionals Group is a networking group for IBD patients 21-40ish in the greater Seattle area. Our goal is to bring patients together to make new friends in the IBD community, and to raise awareness for Crohn's and colitis. We meet at varying locations to accommodate the larger community every other month and are always open to location/event suggestions. Join us!

 ","469","2955","","0","Young Professionals Group: Seattle, WA","38","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.167","Fri, 07 Feb 2020 00:32:11 GMT","","","16","75.0","75","00:02:02","0","1","104","0.0096","10.95","https://www.crohnscolitisfoundation.org/young-professionals-group-seattle-wa"
"https://www.crohnscolitisfoundation.org/42nd-annual-evening-hope-2","text/html; charset=UTF-8","200","OK","","","42nd Annual Evening of Hope | Crohn's & Colitis Foundation","58","532","Join us for our 42nd Annual Evening of Hope at the MGM Grand in Detroit on November 1, 2019 and step back in time to experience the glamorous days of classic Vegas while bringing hope to millions who need a cure. ","213","1382","","0","42nd Annual Evening of Hope","27","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","7.549","Fri, 07 Feb 2020 00:32:05 GMT","","","128","92.97","381","00:01:04","0","1","168","0.006","22.34","https://www.crohnscolitisfoundation.org/42nd-annual-evening-hope-2"
"https://www.crohnscolitisfoundation.org/what-is-crohns-disease","text/html; charset=UTF-8","200","OK","","","What Is Crohn's Disease? | Crohn's & Colitis Foundation","55","499","If you have been diagnosed with Crohn’s disease or are looking for more information, the Crohn’s & Colitis Foundation can help you understand this chronic illness and learn how to manage your symptoms.","201","1298","","0","What is Crohn’s Disease?","24","","0","Learn about Crohn's disease","27","Newly diagnosed? Watch ""Crohn's disease 101""","44","","","","","","","","","","","","0","","","","","","","","","","0.093","Fri, 07 Feb 2020 00:28:29 GMT","","","92011","29.47","161003","00:00:48","0","24885","1391248","0.0179","4.54","https://www.crohnscolitisfoundation.org/what-is-crohns-disease"
"https://www.crohnscolitisfoundation.org/2019-hops-and-vines","text/html; charset=UTF-8","200","OK","","","2019 Hops and Vines | Crohn's & Colitis Foundation","50","458","Hops & Vines

Friday, November 8, 2019

6:00 p.m.

The Exchange Ballroom, Portland, Oregon

 

Join the Northwest Chapter for an evening of wine, beer and cider tasting followed by a lovely dinner and lively auction.

 

Website: https://HopsVines.givesmart.com","261","1618","","0","2019 Hops and Vines","19","","0","Breadcrumb","10","Sponsors","8","","","","","","","","","","","","0","","","","","","","","","","6.668","Fri, 07 Feb 2020 00:32:06 GMT","","","231","74.46","424","00:03:57","0","5","1199","0.0042","16.39","https://www.crohnscolitisfoundation.org/2019-hops-and-vines"
"https://www.crohnscolitisfoundation.org/science-and-professionals/patient-resources","text/html; charset=UTF-8","200","OK","","","For Your Patients | Crohn's & Colitis Foundation","48","424","","0","0","","0","For Your Patients","17","","0","Register today!","15","","0","","","","","","","","","","","","0","","","","","","","","","","0.388","Fri, 07 Feb 2020 00:32:13 GMT","","","72","65.28","1114","00:00:19","0","0","8","0.0","32.5","https://www.crohnscolitisfoundation.org/science-and-professionals/patient-resources"
"https://www.crohnscolitisfoundation.org/campus-connection-medication-options","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.101","Fri, 07 Feb 2020 00:32:13 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/campus-connection-medication-options"
"https://www.crohnscolitisfoundation.org/campus-connection-nutrition-0","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.056","Fri, 07 Feb 2020 00:32:13 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/campus-connection-nutrition-0"
"https://www.crohnscolitisfoundation.org/los-angeles-take-steps","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.137","Fri, 07 Feb 2020 00:32:15 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/los-angeles-take-steps"
"https://www.crohnscolitisfoundation.org/dinner-discussion-healthcare-professionals-seminar","text/html; charset=UTF-8","200","OK","","","Dinner & Discussion Healthcare Professionals Seminar | Crohn's & Colitis Foundation","83","753","An evening of networking and discussing tough IBD cases for GI and IBD Healthcare professionals.  Connect with your colleagues and discuss coordination of care for IBD Patients.  ","179","1132","","0","Dinner & Discussion Healthcare Professionals Seminar","52","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","7.914","Fri, 07 Feb 2020 00:32:08 GMT","","","","","31","00:02:04","","0","11","0.0","53.64","https://www.crohnscolitisfoundation.org/dinner-discussion-healthcare-professionals-seminar"
"https://www.crohnscolitisfoundation.org/events/clinical-trials-webinar","text/html; charset=UTF-8","200","OK","","","Clinical Trials Webinar | Crohn's & Colitis Foundation","54","464"," ","1","0","","0","Clinical Trials Webinar","23","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","7.745","Fri, 07 Feb 2020 00:32:08 GMT","","","25","76.0","31","00:00:31","0","0","4","0.0","63.25","https://www.crohnscolitisfoundation.org/events/clinical-trials-webinar"
"https://www.crohnscolitisfoundation.org/take-steps-awards-party-western-suburbs","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.177","Fri, 07 Feb 2020 00:32:16 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/take-steps-awards-party-western-suburbs"
"https://www.crohnscolitisfoundation.org/youth-family-ibd-education-conference","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","6.429","Fri, 07 Feb 2020 00:32:14 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/youth-family-ibd-education-conference"
"https://www.crohnscolitisfoundation.org/loris-story","text/html; charset=UTF-8","200","OK","","","Lori's Story | Crohn's & Colitis Foundation","43","368","Every young girl sets out on a dream to be someone extraordinary, to be someone strong, independent, and ambitious. I was that young girl; then a diagnosis made those dreams seem unreachable. I was 14-years-old, had just made the freshman cheerleading squad, was dancing in my local performing company studio 20 hours a week, and had every momentum to pursue life without reservation. The nagging abdominal pain I had been experiencing the last five-seven years was still there. It was still brushed off as moderate constipation.","529","3427","","0","Lori's Story","12","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","7.923","Fri, 07 Feb 2020 00:32:12 GMT","","","3","0.0","75","00:01:42","0","0","6","0.0","11.67","https://www.crohnscolitisfoundation.org/loris-story"
"https://www.crohnscolitisfoundation.org/july-2019-newsletter","text/html; charset=UTF-8","200","OK","","","July 2019 Newsletter | Crohn's & Colitis Foundation","51","453","July 2019 Newsletter

 ","23","132","","0","July 2019 Newsletter","20","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.368","Fri, 07 Feb 2020 00:32:20 GMT","","","","","16","00:00:21","","","","","","https://www.crohnscolitisfoundation.org/july-2019-newsletter"
"https://www.crohnscolitisfoundation.org/guest-author-lilly-stairs-ibd-patient-and-patient-advocate-dedicated-advancing-research","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","6.376","Fri, 07 Feb 2020 00:32:16 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/guest-author-lilly-stairs-ibd-patient-and-patient-advocate-dedicated-advancing-research"
"https://www.crohnscolitisfoundation.org/2019-summer-webinar-series-optimizing-nutrition-pre-post-surgery-ibd-0","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.12","Fri, 07 Feb 2020 00:32:22 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/2019-summer-webinar-series-optimizing-nutrition-pre-post-surgery-ibd-0"
"https://www.crohnscolitisfoundation.org/what-is-crohns-disease/overview/resumen-de-la-enfermedad-de-crohn","text/html; charset=UTF-8","200","OK","","","Resumen de la enfermedad de crohn | Crohn's & Colitis Foundation","64","599","Si le diagnosticaron enfermedad de Crohn o está buscando más información sobre el tema, Crohn’s & Colitis Foundation puede ayudarlo a entender esta enfermedad crónica y enseñarle a controlar los síntomas.","204","1341","","0","Resumen de la enfermedad de crohn","33","","0","Breadcrumb","10","¿A quiénes afecta?","18","","","","","","","","","","","","0","","","","","","","","","","0.45","Fri, 07 Feb 2020 00:32:23 GMT","","","402","24.13","577","00:02:34","0","2","157","0.0127","12.73","https://www.crohnscolitisfoundation.org/what-is-crohns-disease/overview/resumen-de-la-enfermedad-de-crohn"
"https://www.crohnscolitisfoundation.org/science-and-professionals/patient-resources/template-section-504-plan","text/html; charset=UTF-8","200","OK","","","Template Section 504 Plan for Children with Inflammatory Bowel Disease | Crohn's & Colitis Foundation","101","916","If you need help working with your child's school to develop and educational plan for your child, this 504 template letter may be helpful. The letter includes description a 504 plan and contains sample accommodations that can be implemented in school. Cut and paste sections of the letter to develop a final letter that meets your child's specific needs.","354","2204","","0","Template Section 504 Plan for Children with Inflammatory Bowel Disease","70","","0","Breadcrumb","10","Nature of the Disability","24","","","","","","","","","","","","0","","","","","","","","","","0.068","Fri, 07 Feb 2020 00:28:12 GMT","","","4682","69.88","6354","00:05:22","0","107","1317","0.0812","24.43","https://www.crohnscolitisfoundation.org/science-and-professionals/patient-resources/template-section-504-plan"
"https://www.crohnscolitisfoundation.org/what-should-i-eat","text/html; charset=UTF-8","200","OK","","","What Should I Eat | Crohn's & Colitis Foundation","48","430","Crohn's 101 - Overview","22","149","","0","What Should I Eat","17","Crohn's 101 - Overview","22","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","1.242","Fri, 07 Feb 2020 00:32:22 GMT","","","6","100.0","66","00:01:20","0","","","","","https://www.crohnscolitisfoundation.org/what-should-i-eat"
"https://www.crohnscolitisfoundation.org/shared-decisionmaking","text/html; charset=UTF-8","200","OK","","","Treatment Approaches: Shared Decision-Making | Crohn's & Colitis Foundation","75","700","As a patient, you are the boss of your own healthcare. You should always have decision-making power, especially when it comes to making treatment choices.","154","1001","","0","Treatment Approaches: Shared Decision-Making","44","","0","Breadcrumb","10","What is Shared Decision-Making?","31","","","","","","","","","","","","0","","","","","","","","","","0.223","Fri, 07 Feb 2020 00:32:23 GMT","","","1195","56.4","5696","00:02:50","0","2","7227","3.0E-4","4.76","https://www.crohnscolitisfoundation.org/shared-decisionmaking"
"https://www.crohnscolitisfoundation.org/science-and-professionals/program-materials/appeal-letters","text/html; charset=UTF-8","200","OK","","","Appeal Letters | Crohn's & Colitis Foundation","45","397","The Crohn's & Colitis Foundation has developed several appeal letters which you can customize for your patients.","112","719","","0","Appeal Letters","14","","0","Breadcrumb","10","Download Customizable Appeal Letters for Your Patients","54","","","","","","","","","","","","0","","","","","","","","","","0.345","Fri, 07 Feb 2020 00:32:23 GMT","","","2792","58.52","5293","00:03:23","0","52","2541","0.0205","23.8","https://www.crohnscolitisfoundation.org/science-and-professionals/program-materials/appeal-letters"
"https://www.crohnscolitisfoundation.org/wellington-mother-and-son-raise-awareness-about-crohns-and-colitis","text/html; charset=UTF-8","200","OK","","","Wellington mother and son raise awareness about Crohn’s and colitis | Crohn's & Colitis Foundation","98","881","Click below to read and watch NBC affiliate’s 5 o’clock news hour featuring Jason Winokur and his mother raising awareness about Cohn's disease.

https://www.wptv.com/news/region-c-palm-beach-county/wellington/wellington-mother-and-son-raise-awareness-about-crohns-and-colitis","276","1801","","0","Wellington mother and son raise awareness about Crohn’s and colitis","67","","0","Breadcrumb","10","","0","","","","","","","","","","","","0","","","","","","","","","","8.697","Fri, 07 Feb 2020 00:32:16 GMT","","","","","","","","0","23","0.0","55.87","https://www.crohnscolitisfoundation.org/wellington-mother-and-son-raise-awareness-about-crohns-and-colitis"
"https://www.crohnscolitisfoundation.org/2019-summer-webinar-series-optimizing-nutrition-pre-post-surgery-ibd-1","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.114","Fri, 07 Feb 2020 00:32:24 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/2019-summer-webinar-series-optimizing-nutrition-pre-post-surgery-ibd-1"
"https://www.crohnscolitisfoundation.org/2019-summer-webinar-series-optimizing-nutrition-pre-post-surgery-ibd-2","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","1.121","Fri, 07 Feb 2020 00:32:25 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/2019-summer-webinar-series-optimizing-nutrition-pre-post-surgery-ibd-2"
"https://www.crohnscolitisfoundation.org/evening-remember-gala","text/html; charset=UTF-8","200","OK","","","An Evening to Remember Gala | Crohn's & Colitis Foundation","58","545","An Evening to Remember Gala

 

Honoree's:

   Humanitarians' - Neil & Jane Golub 

   Physician of the Year - Jonathan J. Canete, M.D.

 

The event will include: 

 

   6:00 p.m.  Cocktails & Silent Auction 

                        Club Lower Level

   7:15 p.m.   Dinner, Program, Live Auction & Dancing","308","1622","","0","An Evening to Remember Gala","27","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","9.415","Fri, 07 Feb 2020 00:32:17 GMT","","","106","67.92","315","00:02:44","0","2","188","0.0106","5.11","https://www.crohnscolitisfoundation.org/evening-remember-gala"
"https://www.crohnscolitisfoundation.org/events/new-england-crohns-colitis-education-day","text/html; charset=UTF-8","200","OK","","","New England Crohn's & Colitis Education Day | Crohn's & Colitis Foundation","74","672","We are excited to invite you to an educational day that for the first time ever, brings together patients and providers in the IBD community in New England. This event is a wonderful opportunity for all individuals to learn more about Inflammatory Bowel Diseases and most importantly, connect with others in the community who are impacted by Crohn's Disease and/or ulcerative colitis. Hear from multiple New England professionals on the latest updates and information on various IBD topics.","490","3095","","0","New England Crohn's & Colitis Education Day","43","","0","Breadcrumb","10","For more information","20","","","","","","","","","","","","0","","","","","","","","","","1.161","Fri, 07 Feb 2020 00:32:26 GMT","","","","","","","","","","","","https://www.crohnscolitisfoundation.org/events/new-england-crohns-colitis-education-day"
"https://www.crohnscolitisfoundation.org/news/for-the-media","text/html; charset=UTF-8","403","Forbidden","","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","","","0","","","","","","","","","","9.055","Fri, 07 Feb 2020 00:32:20 GMT","","","0","0.0","","","0","0","5","0.0","5.8","https://www.crohnscolitisfoundation.org/news/for-the-media"
